Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Owned Copies
53863633,"Live and Let Die (James Bond, #2)",Ian Fleming,"Fleming, Ian",,"=""""","=""""",3,3.63,Great Pan,Paperback,247,1960,1954,2025/07/26,2025/07/25,"classics, spy, read-in-2025","classics (#29), spy (#24), read-in-2025 (#1)",read,"Another bond book down, this one wasn’t quite as strong and the antagonist being a black man didn’t help with the bigotry and word choices, a little surprisingly none of the characters actually seem to be racist and sort of goes in the other direction and they all seem to be thrilled that the life of a criminal mastermind is now available to black people too, inclusivity win!! One positive is that bond actually takes an active role to move the plot forward this time rather than seeming like more of a victim of circumstance. He’s terrible at his job though how on earth can a spy get caught like 6 different times. ",,,1,0
61113292,"Mort (Discworld, #4)",Terry Pratchett,"Pratchett, Terry",,"=""1804990396""","=""9781804990391""",5,4.24,Penguin (Transworld),Paperback,320,2022,1987,2023/08/01,2023/07/25,"high-fantasy, owned, discworld","high-fantasy (#22), owned (#152), discworld (#5)",read,"Picture this scene, I was in a train station obnoxiously early and I had just finished my book so had nothing to do. But wait there’s a book shop, I need to go in… The rows of books are daunting but I go to the one place I know is safe: Sci-fi and Fantasy. I scoured the shelves until I found a book I hadn’t read, an increasingly difficult task recently, and I pick up Mort. I had never read a discworld novel, to my memory, but I knew my good friend Sofia (who you might know because it’s you) loved them so I decided to get it and read it, I got far on that train journey and I loved it, I also read it on the train back. So imagine my immense horror when I get home and I see on my shelf that I already own this book, I wept. Now onto the review, I loved this it was great, the characters were fun and the stakes were the perfect level for a book of this genre. The humour was immaculate and the plot was compelling. My favourite character would have to be death itself, who was personified as an almost pitiable figure who wishes he had more to his death (sorry for the poor joke). Mort, the titular character was also great, you felt bad for him at the start but as he grew he became more and more admirable. Overall I loved it and I highly recommend you read (or reread) this book.",,,1,0
41716919,"Jade War (The Green Bone Saga, #2)",Fonda Lee,"Lee, Fonda",,"=""0316440922""","=""9780316440929""",0,4.39,Orbit,Hardcover,587,2019,2019,,2025/06/21,"to-read, low-fantasy","to-read (#36), low-fantasy (#33)",to-read,,,,0,0
50016569,Slaughterhouse-Five,Kurt Vonnegut Jr.,"Jr., Kurt Vonnegut",,"=""0099800209""","=""9780099800200""",4,4.10,Vintage Classics,Paperback,177,1991,1969,2024/07/17,2024/07/14,"classics, owned","classics (#27), owned (#172)",read,"I'll start by saying it has been almost a year since I finished this book so I can't promise the most in depth analysis but while reviewing [b:The Sirens of Titan|4982|The Sirens of Titan|Kurt Vonnegut Jr.|https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1419363185l/4982._SY75_.jpg|905970], I was reminded that I had not written a review yet and that was a true tragedy. If you want a brief comparison of the two you can find that in my review of sirens (below this if you're reading on my website or click the link and scroll down if you're on Goodreads). <br/><br/>But enough about what brought me to writing this, this book was definitely strange, as all of Vonnegut's novels tend to be, but it had a very strong heart which kept me invested throughout the jumps forwards and backwards through time. Time is a very important part of this novel, our main character, Billy Pilgrim, lives his life jumping between different points in time, which lead to a structure that could have been very hard to follow if not for the grounding of Pilgrim also being in the same confusing situation. <br/><br/>Unsurprisingly the plot goes to a lot of places, including space, but the most important location is the titular Slaughterhouse Five in Dresden during World War II. Hopefully if you are reading this you know that Dresden was bombed heavily during the war, something Vonnegut certainly knew as he was there in the war. This makes the novel a sort of semi-autobiography because certainly he lived through a lot of the events of it, though I do not believe he went to space. This added clearer messaging to the novel about the damage that war can have on everyone involved. One possible reading of the text is that Pilgrim does not actually jump through time but instead it is told from within the head of an older version of him who has PTSD and is reliving his experiences. I can't say with any certainty if this is true but it's an interesting interpretation for sure. Regardless the novel is written with an apathetic view of death, where after every one he says 'so it goes', forcing a sort of passiveness onto the events. What stuck with me the most though was Billy Pilgrim's thought of a potential epitaph for himself: ""Everything was beautiful and nothing hurt"". This was objectively not true and yet to Pilgrim it might well have been, in the end he knew it would all work out so why shouldn't life be beautiful. <br/><br/>I absolutely think you should read this, especially if you are Sofia, because it is the best Vonnegut novel I have read and you liked his other works.",,,1,0
33035581,"Neuromancer (Sprawl, #1)",William Gibson,"Gibson, William",,"=""1473217385""","=""9781473217386""",3,3.89,Gollancz,Paperback,297,2016,1984,2023/01/28,2022/05/01,"cyberpunk, science-fiction, owned","cyberpunk (#3), science-fiction (#30), owned (#84)",read,"Reviewing this book is hard, on one hand the plot is great, if you actually know what’s going on. And that’s the issue with the book, I can accept that it’s a foundational book for the cyberpunk genre and introduced a lot of key element but in my honest opinion it is terribly written. it jumps around with no rhyme or reason and is basically impossible to follow. Maybe I’m just bad at reading but he moves from different plots between sentences with no warning and it makes it nearly impossible to actually know what’s going on. This is the opposite of a hand holding book in the sense it doesn’t give any context for any sentence, you just have to know what’s happening before you start the sentence.",,,2,0
9732206,"The Fall of Hyperion (Hyperion Cantos, #2)",Dan Simmons,"Simmons, Dan",,"=""0575099488""","=""9780575099487""",4,4.24,Gollancz,Paperback,544,2012,1990,2024/07/26,2022/12/28,"science-fiction, owned, sf-masterworks","science-fiction (#34), owned (#48), sf-masterworks (#6)",read,"I will admit I read this almost a year ago so my memory of the text might not be the best but better late than never. <br/><br/>I will start by saying I loved [b:Hyperion|77566|Hyperion (Hyperion Cantos, #1)|Dan Simmons|https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1405546838l/77566._SY75_.jpg|1383900], it was a truly brilliant book, very cleverly in the format of the Canterbury Tales, with the pilgrims taking turns telling their story, and importantly the book ending before they arrive. This made sense because its about the journey not the destination, which I loved. So then when I saw there was a sequel I was confused, in my mind it did not need one because the story was complete. <br/><br/>Assuming you've already seen that I've given this 4 stars, it is clear that I changed my mind while reading the book. I think it succeeding in convincing me that it should exist by being so different to the first. Simmons did not shy away from changing the formula, gone was the recounting the past, it was all go go go in the future. It was also nice to get the outer world fleshed out a lot more, what it takes to choose to send 7 people into what is thought to be eternal torture in the hopes of preventing disaster, and what that does for the greater society is a fascinating concept. Unsurprisingly the character work remained incredible, benefited by the plentiful background we had from the previous book. <br/><br/>All together this is a great book and a worthy sequel to Hyperion, now its time to see if the next few in the series can continue to hold up as well.",,,1,0
2003630,Daughters of Darkness: Lesbian Vampire Stories,Pam Keesey,"Keesey, Pam",,"=""0939416786""","=""9780939416783""",0,3.48,Cleis Press,Paperback,160,1993,1993,,2025/05/03,to-read,to-read (#35),to-read,,,,0,0
31934435,The Island of Doctor Moreau,H.G. Wells,"Wells, H.G.",,"=""1473217997""","=""9781473217997""",4,3.73,Gollancz,Paperback,186,2017,1896,2024/12/22,2024/01/01,"owned, science-fiction, sf-masterworks","owned (#169), science-fiction (#72), sf-masterworks (#15)",read,,,,1,0
11357844,Snow Crash,Neal Stephenson,"Stephenson, Neal",,"=""0241953189""","=""9780241953181""",4,4.01,Penguin,Paperback,440,2011,1992,,2022/10/06,"cyberpunk, science-fiction, owned, wanna-reread","cyberpunk (#2), science-fiction (#1), owned (#107), wanna-reread (#3)",read,,,,1,0
18977,The Silmarillion,J.R.R. Tolkien,"Tolkien, J.R.R.",Christopher Tolkien,"=""0048231533""","=""9780048231536""",0,4.03,Unwin Paperbacks,Paperback,439,1979,1977,,2023/04/28,"high-fantasy, owned, not-currently-reading","high-fantasy (#21), owned (#145), not-currently-reading (#2)",not-currently-reading,,,,0,0
13688,Don Quixote,Miguel de Cervantes Saavedra,"Saavedra, Miguel de Cervantes",John Rutherford,"=""0140449094""","=""9780140449099""",0,3.91,Penguin Books,Paperback,1056,2003,1615,,2022/12/28,"owned, classics, not-currently-reading","owned (#55), classics (#14), not-currently-reading (#1)",not-currently-reading,,,,0,0
36153607,Beyond Good and Evil,Friedrich Nietzsche,"Nietzsche, Friedrich",,"=""1542099404""","=""9781542099400""",0,4.03,AmazonClassics,Kindle Edition,217,2017,1886,,2023/04/10,"classics, not-currently-reading","classics (#20), not-currently-reading (#3)",not-currently-reading,,,,0,0
1077821,War and Peace,Leo Tolstoy,"Tolstoy, Leo","Louise Maude, Aylmer Maude","=""1840225556""","=""9781840225556""",0,4.17,Wordsworth Classics,Paperback,1024,2001,1869,,2022/12/28,"owned, classics, not-currently-reading","owned (#124), classics (#3), not-currently-reading (#5)",not-currently-reading,,,,0,0
20869872,Homestuck,Andrew Hussie,"Hussie, Andrew",,"=""""","=""""",0,4.57,Self Published on MSPaintAdventures,ebook,8124,2016,2016,,2023/04/08,not-currently-reading,not-currently-reading (#6),not-currently-reading,,,,0,0
14289427,"The Divine Comedy: Inferno, Purgatorio, Paradiso",Dante Alighieri,"Alighieri, Dante",Robin Kirkpatrick,"=""0141197498""","=""9780141197494""",0,4.08,Penguin Books,Paperback,677,2012,1320,,2021/04/14,"owned, classics, not-currently-reading","owned (#31), classics (#13), not-currently-reading (#4)",not-currently-reading,,,,0,0
203990455,The Body Snatchers,Jack Finney,"Finney, Jack",,"=""1399617214""","=""9781399617215""",3,3.90,Gollancz,Paperback,230,2023,1955,2024/09/01,2024/01/01,"owned, science-fiction, sf-masterworks","owned (#168), science-fiction (#71), sf-masterworks (#14)",read,,,,1,0
59449602,The Lathe of Heaven,Ursula K. Le Guin,"Guin, Ursula K. Le",,"=""1473234174""","=""9781473234178""",4,4.13,Orion Publishing,Paperback,184,2021,1971,2024/08/10,2024/01/01,"owned, science-fiction","owned (#164), science-fiction (#68)",read,,,,1,0
61179,Ringworld (Ringworld #1),Larry Niven,"Niven, Larry",,"=""0575077026""","=""9780575077027""",4,3.94,Gollancz,Paperback,288,2005,1970,2024/07/21,2023/03/10,"owned, science-fiction, sf-masterworks","owned (#144), science-fiction (#55), sf-masterworks (#5)",read,"I’m in two minds about ringworld because it’s undeniably a brilliant sci fi book with excellent and unique aliens and technology, but it’s single flaw was so damming it meant I couldn’t give it 5 stars. <br/><br/>I’ll start with the positives as I know I will ramble about the negative. The kzin and puppeteers were both excellently fleshed out species of aliens, one a war species committed to attacking anything and everything that insults it, and the other a species so cowardly they will not do anything unless they deem it completely safe. The kzin were the less exciting of the two, with their fighting spirit not as unique but still done well enough to make it feel fresh. The puppeteers were amazing, it was fascinating seeing how a species so cautious would act in a sci fi environment, such as being too scared to leave their planet so instead they move their entire planet to get around, although I do question whether that is actually safer. <br/>The humans were well human so nothing too exciting except one part I’ll come back to later. The Ringworld itself was an excellent setting, it was easy for us the reader to understand but also easy to understand why the characters couldn’t understand it. A giant ring around a sun is a very easy thing to wrap your head around until it actually exists because of the scale. <br/><br/>So all good so far so what is this negative I alluded to at the start? Ringworld has a problem with women! <br/><br/>I’ll start with the aspect that I made a note of while reading it because I didn’t want to forget it before the review. The two species I mentioned earlier are both described as having ‘non-sentient females’ for reproduction. With the kzin requiring only a sentient male and non-sentient female, and the puppeteers requiring two sentient males and one non-sentient female to reproduce. If this had been the case for only the kzin, as it appeared initially, I’d have written it off as an interesting quirk of a stereotypical male war race, no problem there. But when it was mentioned the puppeteers had it too that made things so much more strange. Unfortunately (or perhaps fortunately) the book went into no details about how this actually works so from the sparse information we get both species essentially use their females as sex objects and baby factories. This becomes even more apparent when the puppeteer character, who is established as being shunned by this species for being too brave, negotiates that if he completes his mission he will be allowed to mate and bear a child. The (male) leader of the species agrees to it and says he will partake as he would not wish the shame onto anyone else, ignoring that there will be someone else involved, even if they are not aware of it. Alas that was only half the problem though, and the next part does unfortunately contain spoilers.<br/><br/>There were two female characters in the story, which actually wasn’t too bad since there were only really five characters at all so I guess that is a win. Prill, the less important of the two, is easier to address, she is the first intelligent person the crew meet on ringworld, as she has actually arrived from outside on a ship. All good so far, except it turns out she was a ‘ship whore’, one of three women on a ship of 36 all who’s only role were to keep the male crew happy over the years long space flight.  She did this by essentially being a sex witch who knew the best ways to touch someone to ensure they were satisfied. It also being established she was also able to understand all the ship systems and advanced physics but only so she could step in as a spare if one of the crew weren’t able. Then at the end of the novel she decides to join the crew to leave ringworld to escape the savages (fair enough) but also so our poor male lead wouldn’t be lonely on his way back by providing him stimulation. It is needless to say this was a very reductionist caricature of a woman who only existed as a sex object and a spare, much like the females of the other species mentioned before. <br/><br/>As a side note I do wonder whether Frank Herbert got his idea for the honoured matres from her with the whole sex witch thing.<br/><br/>Teela, the main woman the story, is a far more complex character to analyse. She is arguably the most important character in the book and yet it all comes to nothing in the end. Her ‘gimmick’ is that the puppeteers have been trying to breed for luck and she was the result of 7 generations of good luck, so she is very lucky and nothing bad ever happens to her. This essentially turns her into a manic pixie dream girl, maybe one the first. At her introduction she flits around the party and when talking to the main character fails to understand his talk of heartbreak, as it turns out she has never had her heart broken, and never even been hurt at all before on account of her luck. It is this luck that makes it so hard to know what to think of her as all her actions take on a double meaning. On the surface level she goes on the ship because she’s in love with the protagonist and eventually decides to stay on the ringworld because she fell in love with someone else, making it seem like she’s just some floozy who goes with whoever her heart desires. Before I explain why it’s more complex I need to add that it was established early on that a group of starts in the centre of the universe had exploded and the explosion was slowly spreading out at light speed to consume everything in its path including all habituated worlds in about 20,000 years. The twist comes at the end when the rest of the crew realise that the ringworld is the only place safe from the core explosion because the material it is made out of, which they had never seen before, would be able to withstand the explosion. This then meant the whole story was put in motion as a way for her to survive due to her luck. This then turns into a question of determinism, did she only make such shallow decisions because she was forced to by ‘luck’ to survive or would she have always made those decisions by free will. I don’t have an answer for you and in terms of critiquing the book it doesn’t make a difference because the author still chose to write her that way. <br/><br/>And that’s the end of my section on why ringworld has bad women. I won’t bore you with my usual summary of the plot or other such things because they don’t really matter, it’s a great book that you should read with the awareness of its flaws, although I’ve spoiled part of it so idk whether that will affect your enjoyment <br/>",,,1,0
878576,Star Wars: The Jedi Academy Trilogy,Kevin J. Anderson,"Anderson, Kevin J.",,"=""0553503820""","=""9780553503821""",4,3.89,Bantam Books Ltd,Paperback,736,1999,1994,2024/06/23,2024/04/14,"owned, science-fiction","owned (#171), science-fiction (#73)",read,"I’ll start with the negatives, it was predictable, cookie-cutter and cliched. But  maybe I’d rather use the terms careful, assiduous and by the book. I’d rather use those because while I have to admit it felt like a story I’d read before that’s exactly what I wanted it to be; I didn’t pick up a Star Wars book expecting it to break new ground, I picked it up because I wanted space battles and Jedi, which is exactly what it delivered to me. <br/><br/>Perhaps this makes me biased in my reviewing since if I was to be objective it was likely a worse book than some I’ve rated lower, but the difference in my eyes is that it doesn’t pretend to be anything more than it is, which I can’t say for others. <br/><br/>But enough of my meta-commentary back to the actual review. I’m glad I read it as a omnibus instead of three separate books since it started slowly with a lot of set up throughout the first book, which would have frustrated me if I’d finished an entire book with no payoff. Luckily that’s a situation I only need to imagine as I was straight onto the second book which picked up heavily and really put the trilogy in gear, with the antagonists establishing their threat and the protagonists at their lowest. The third book then paid it all off with the protagonists coming back and vanquishing evil. This was a standard hero’s journey that worked really well for me because the scope of the trilogy allowed for about 4 protagonists and 3 villains. This number of main characters could make a lesser book confusing but it was balanced really well so kept things flowing between them all. What I also enjoyed was that the antagonists were realistically also opposed to each other which added an extra layer to the stakes.<br/><br/>Now onto the actual negatives this time, the ‘sun crusher’ itself unbalanced the stakes of the novel, it’s a small ship with indestructible armour that can shoot torpedoes that cause a sun to explode and destroy its surrounding system and ships, which then also has a hyperdrive so can get anywhere it needs to. I understand what the author was trying to do by making it something every side would want and explaining how a second one can never be built, but it is simply too perfect for a story like this. It’s hard to be invested in a space battle where one side cannot lose. My other complaint is more of an annoyance that the largest villain who is established to have been able to drain an entire planet’s life force was destroyed by the power of friendship, but this is more forgivable since his power mostly came from influencing other people.<br/><br/>All together I thought it was a good book that I’d recommend to Star Wars fans. If you aren’t a Star Wars fan it’s probably not worth the read as you’d need to know who all of the pre-established characters are and there are a lot ",,,1,0
18215601,Monday Starts on Saturday,Arkady Strugatsky,"Strugatsky, Arkady","Boris Strugatsky, Andrew Bromfield","=""1473202213""","=""9781473202214""",3,4.14,Gollancz ,Paperback,243,2014,1965,2024/06/23,2024/01/01,"owned, science-fiction, sf-masterworks","owned (#167), science-fiction (#70), sf-masterworks (#13)",read,"I would like to start this review with an apology to my adoring fans, I know it must have been tough surviving my review hiatus but I am back and in full swing.<br/><br/>This book disappointed me, having read their more famous work ‘roadside picnic’ which I enjoyed I was hopeful this would be like it. In many ways it was like it, unfortunately those ways were the least appealing parts of it. The first of note would be the way the novel was split up. It was really three stories, when Sasha is first recruited, the second I’ve forgotten, and the third a much more interesting story about Sasha’s time in NITWITT. From that poor description of its structure you will gather that I didn’t very much enjoy the first two, since they were quite frankly boring. I don’t really understand how you can make a world where magic exists and all these crazy people can do crazy things and then write stories about such mundane things. The first one was partially about how he found a coin that when he spends it, it reappears in his pocket, where there were pages dedicated to what he bought now and how it ended up back in his pocket. Sure it’s an interesting idea but hardly worthy of such in depth analysis. Alas I move on to the bit that I found interesting. The third story follows him as he is put onto night watch for the institute and has to deal with all the things that go wrong and ends with a fun mystery about a parrot that travels backwards through time. It all ends with an enjoyable revelation about one of the previously established characters and adds depth to previous events. Enjoyable not nothing new<br/><br/>Ok so perhaps none of the plot was particularly gripping but was the prose good? Not really, I found it quite confusing but I find that is often the case with translations so I can’t fault it on that.<br/><br/>You might now be asking why I even gave it three stars since the longer I write this review the less I seem to like it but don’t worry it redeems itself all on its political commentary. This was written under the Soviet Union and therefore a lot of it may have gone over my head but the parts that I did understand made the story much more interesting. I was initially going to explain some of it but I realised I’m really bad at explaining why satire works so I’ll leave you the first one I wrote for you to judge:<br/>The title is the most obvious, ‘Monday starts on Saturday’ is a commentary on government researchers not getting a weekend off, meaning their work week starts again on Saturday<br/><br/><br/>All together I’d describe the book as just ‘meh’ it was an interesting book with interesting ideas and commentary it was just let down by focusing on the wrong things, this might be because I was approaching it as a sci fi novel when it should have been a political novel bur I don’t know. What I do know is while writing this conclusion I’ve realised that the story about the coin might have been a commentary about how he had essentially infinite money but the only luxuries he could buy was sparkling water and newspapers because there were no luxuries in the society union. <br/><br/>Anyway you can read it if you want but I wouldn’t advise you in either direction, if it sounds interesting read it if not don’t. ",,,1,0
19540637,"Revelation Space (Revelation Space, #1)",Alastair Reynolds,"Reynolds, Alastair",,"=""0575129069""","=""9780575129061""",4,3.99,Gollancz,Paperback,608,2013,2000,2024/07/14,2023/01/13,"science-fiction, owned, sf-masterworks","science-fiction (#41), owned (#154), sf-masterworks (#10)",read,,,,1,0
53767,"Chapterhouse Dune (Dune Chronicles, #6)",Frank Herbert,"Herbert, Frank",,"=""057507518X""","=""9780575075184""",3,3.86,Gollancz/Orion Publ Co,Paperback,480,2003,1985,2024/04/15,2023/05/23,"owned, science-fiction","owned (#150), science-fiction (#61)",read,"This book haunted me for a long time, I started it 7 long months ago and it was a struggle getting through it, I don't really know what made this one so much harder than previous ones, although I do think the previous (5th) was also slower. The two share a lot in common, that being a slower more political approach to the world, spending pages poring over why people made the choices they made and what they are scared will happen, and what they think good will happen if they do it, and what they think their coworkers will think, and the reasons the coworkers won't like it, you get my point, it dragged on for every decision. This on its own isn't a bad thing at all, its a part of what i loved about the first 4 books, but it felt different this time, to me the stakes had shifted poorly. When before you got to see how small decisions could change everything in the future due to huge knock on effects (due to the characters prescience), now the small decisions did genuinely feel small, and often times by the time the character had stopped thinking, I forgot what they were even going to be doing that was so important.<br/><br/>This did not deter me from pushing through however, I was determined to finish the book no matter what. What did stop me however was the introduction of a secret society of Jewish rabbis a couple of hundred pages in. This might seem like an odd thing to stop reading a book over but it really took me out of the story, not because I don't believe that Judaism can exist in sci-fi, but simply because it felt like such a strange decision to make in a narrative deeply critical of religion. It not only seemed to play into antisemitic stereotypes about Jewish cabals, but just felt unnecessary, they only appeared for a few pages and their Jewishness added nothing to the narrative that could not have been filled by a fictitious religion, as has been done many times in the previous 5 books. My best guess is that they would have had a bigger role in the 7th dune book, where the relevancy becomes more clear. Unfortunately Frank Herbert died before writing the 7th (and final) dune book so this is not something that will ever be resolved.<br/><br/>After watching Dune part 2 in the cinema I was reinvigorated to finish the series so we can now go back onto the plot. Despite the regular breaks I do genuinely think the plot was pretty good (even if I did have to look up a summary before writing this review to make sure I remembered it correctly). It started out predictable but good, keeping tensions high while having solid character development. In the middle it did start to get repetitive with very little of the main plot developing, leaving me waiting for the side stories where the real development was happening. The ending however took me by surprise, cleaning up the main story nicely while adding strange new elements that left me wanting to know more. Sadly as I mentioned earlier we will never get to know how Frank planned to wrap it up, and from general consensus his son's attempts to continue the story fall short, so I likely never will find out. Even with a slightly open ended conclusion to the series I did feel satisfied. <br/><br/>Dune as a series never felt like it needed to have everything explained because it often valued the themes over the characters or plot and this book continued that trend. As an ending to the series it provided finality to elements that had continued since the beginning while also opening up whole new avenues for thought, which is exactly how I would have wanted it to be. It is a shame that it felt so much harder to read but I still managed it and feel satisfied knowing I got to see it to the end. <br/><br/>I probably wouldn't recommend it normally but to be honest if you have read the first 5 you have nothing left to lose and might as well see it to a close so I guess I would recommend it since you'd only listen if you had.",,,1,0
869502,"Eats, Shoots & Leaves",Lynne Truss,"Truss, Lynne",,"=""1861976127""","=""9781861976123""",3,3.87,Profile Books Ltd,Hardcover,204,2003,2003,2024/04/14,2024/04/14,owned,owned (#170),read,"I remembered this book because it was in the New York Times mini today (sorry if that’s a spoiler), and it was on my shelf so I though I might as well read it again on my coach journey home. It’s definitely less good than I remembered, the grammar parts were fine and disambiguated certain edge cases that I didn’t fully understand even now, but the ramblings and calls to action held it back, while I love good grammar she seemed obsessed with being right and proving that to others. Alright book if you wanna learn how to use an apostrophe correctly ",,,1,0
25597060,"The Three-Body Problem (Remembrance of Earth’s Past, #1)",Liu Cixin,"Cixin, Liu",Ken Liu,"=""""","=""""",4,4.08,Tor Books,Paperback,416,2016,2006,2024/03/19,2022/10/06,"science-fiction, owned","science-fiction (#38), owned (#166)",read,"Took me long time to read, but then I went on a castle retreat and read it, was very good, will read sequel. ",,,1,0
41829599,The Left Hand of Darkness,Ursula K. Le Guin,"Guin, Ursula K. Le",,"=""1473225949""","=""9781473225947""",4,4.10,Gollancz,Paperback,304,2018,1969,2024/01/31,2024/01/01,"science-fiction, owned","science-fiction (#67), owned (#163)",read,"This was my first book of 2024 and it was a great place to start. With an interesting concept and excellent execution I couldn’t recommend it more. The physiology of the genians was a brilliant aspect making it an intriguing piece of gender literature. The genians are presented as sexless and go through a cycle similar to a period where they become fertile and can take on either male or female traits, something genly, our protagonist takes great interest in as he fits a more earthly concept of sex. One flaw with this presentation is le guin uses he for essentially all characters, and through the character of genly describes any character doing traditional female roles as being female-like. Although this does take away from the nuance of having sexless species I think overall it was quite well executed and added an interesting layer to the novel. I did find it quite hard to keep at as it didn’t have a page turning nature but in the end the plot held up and I was hoping for their success. The political narrative of monarchy’s vs more socialist structures is very interesting and notes the strengths and weaknesses of both but was not too deep and I didn’t think there was an underlying message. Overall it was good and I’d recommend you read it if you like gender.",,,1,0
25956281,The Wind's Twelve Quarters / The Compass Rose,Ursula K. Le Guin,"Guin, Ursula K. Le",Graham Sleight,"=""147320576X""","=""9781473205765""",0,4.00,Gollancz,Paperback,561,2015,1982,,2024/01/01,"to-read, owned, science-fiction, sf-masterworks","to-read (#34), owned (#165), science-fiction (#69), sf-masterworks (#12)",to-read,,,,0,0
34730177,Burning Chrome,William Gibson,"Gibson, William",Bruce Sterling,"=""147321744X""","=""9781473217447""",2,4.06,Gollancz,Paperback,204,2017,1986,2024/01/01,2023/04/28,"cyberpunk, owned, science-fiction","cyberpunk (#5), owned (#146), science-fiction (#57)",read,"I decided to start the year off strongly by giving up on this book. I had hoped that a short story collection would fix some of the shortcomings of Neuromancer but it just didn’t. Once again he would randomly change focus with no softening leaving me a paragraph deep into a new section confused when it even started. My trouble with his writing style this should really be about the stories. That also fell flat for me, it kicked off strong with Johnny Mnemonic a story about a man who works as a human usb drive kinda thing and I’d already heard of and it kept to what I expected if not a little random nearer the end I still found it enjoyable. My personal favourite was The Belonging Kind which was a through provoking dive into aliens? That fitted in perfectly to the world and a linguistics professors attempts to find them of which the ending was nice. I liked not being told exactly what they were as the mystery is what makes it compelling. The rest that I bothered to read were just kinda nothing to me, I’m sure they would have been more interesting if I could fully understand what was going on because they appeared to have deeper meanings but the structure locked that away from me. Also for those of you who got to the end thinking why did he mark at as read if he didn’t finish it it’s because I can’t be asked to make a new category and I did read some of it.",,,1,0
833424,"Reaper Man (Discworld, #11; Death, #2)",Terry Pratchett,"Pratchett, Terry",,"=""0552134643""","=""9780552134644""",4,4.28,Corgi Books,Paperback,288,1992,1991,2023/11/26,2023/09/09,"discworld, high-fantasy, owned","discworld (#3), high-fantasy (#26), owned (#159)",read,"This took me ages to read which is a shame and not indicative of my enjoyment I just became really busy with work, you know how it is. Alas I loved this book but can’t say too much about it because my thoughts drifted out of my head by the time it was over, but Death/Bill Door was amazing and the whole story was incredible. I didn’t enjoy the Whindle Poons and wizards story quite as much it felt slightly more like a cutaway to make more jokes than a plot which was a shame but it was fun none the less. All together good read it if you haven’t ",,,1,0
44780100,As a Man Thinketh (AmazonClassics Edition),James Allen,"Allen, James",,"=""1542015588""","=""9781542015585""",0,4.24,AmazonClassics,Kindle Edition,36,2019,1902,,2023/11/10,classics,classics (#26),read,,,,1,0
11529035,"Recent Advances in Memetic Algorithms (Studies in Fuzziness and Soft Computing, 166)",William E. Hart,"Hart, William E.","Natalio Krasnogor, J.E. Smith","=""3642061761""","=""9783642061769""",0,4.00,Springer,Paperback,420,2010,2005,,2023/10/24,"to-read, owned","to-read (#33), owned (#162)",to-read,,,,0,0
61100667,"Equal Rites (Discworld, #3; Witches, #1)",Terry Pratchett,"Pratchett, Terry",,"=""0552131059""","=""9780552131056""",0,4.07,Corgi,Mass Market Paperback,283,2022,1987,,2023/09/09,"to-read, discworld, high-fantasy, owned","to-read (#31), discworld (#2), high-fantasy (#25), owned (#158)",to-read,,,,0,0
37378443,"Scythe (Arc of a Scythe, #1)",Neal Shusterman,"Shusterman, Neal",,"=""1406379247""","=""9781406379242""",0,4.32,Walker Books,Paperback,443,2018,2016,,2023/09/09,"to-read, owned","to-read (#32), owned (#160)",to-read,,,,0,0
288680,"The Truth (Discworld, #25; Industrial Revolution, #2)",Terry Pratchett,"Pratchett, Terry",,"=""0552147680""","=""9780552147682""",0,4.41,Corgi,Mass Market Paperback,444,2001,2000,,2023/09/09,"to-read, high-fantasy, owned, discworld","to-read (#30), high-fantasy (#24), owned (#157), discworld (#1)",to-read,,,,0,0
4145202,Frankenstein,Mary Wollstonecraft Shelley,"Shelley, Mary Wollstonecraft",,"=""019953716X""","=""9780199537167""",4,3.90,Oxford University Press,Paperback,239,2008,1818,2021/04/21,2021/04/14,"science-fiction, low-fantasy, owned, classics","science-fiction (#13), low-fantasy (#15), owned (#60), classics (#10)",read,"I have liked this book for many years, but just reread it and it’s the perfect time to review it (and yes Ella I am gonna talk about my personal connection to the book in the review). The structure is always funny to me it’s written in the form of letters from a sailor which is fun but it gets ridiculous as the layers of story telling add up, there’s a point when it’s a letter from a sailor who’s recounting being told a story by Frankenstein about being told a story by the monster about being told a story about some people in a hut, which is needless to say a little convoluted. Nothing wrong with that tho it makes it more fun. What I really like about the book though is how different it is from adaptations, because the most interesting parts get cut out. Most notably of this is the intelligence of the creature, he is meant to be incredibly well spoken and really convincing when he speaks, due to reading classical literature and philosophy, but that’s stripped away in popular renditions. When I had my breakout role as William and Felix in a stage adaptation we stuck much more closely to the source which is perhaps why I prefer the original much more, bur I digress. The book is about the debt a creator owes to its creation and how neglect can force children to murder their parents friends and family. The main moral question is who is more to blame, Frankenstein or the creature, I’m not gonna tell you the answer, read the book yourself if you wanna know. Anyway the book is good I liked it, but my adaptation was better so if you’re interested i’m working on finding a recording.",,,2,0
